frame,id,x1,y1,x2,y2
13,5,648,176,691,209
13,6,467,187,511,215
13,93,97,204,177,234
13,94,146,202,218,231
13,95,186,198,262,230
13,97,239,197,306,229
14,-1,621,173,641,190
14,-1,683,167,724,186
14,-1,815,161,847,183
14,-1,607,179,655,199
14,-1,517,178,573,205
14,-1,574,174,592,193
14,-1,726,159,754,181
14,-1,597,174,613,189
14,-1,1013,119,1078,180
14,2,912,185,1241,374
14,3,0,208,241,374
14,4,437,188,489,225
14,5,649,175,693,209
14,6,463,187,508,217
14,7,492,179,528,209
14,93,82,203,165,234
14,94,133,202,208,232
14,95,173,198,253,230
14,97,228,198,298,230
15,-1,618,179,668,198
15,-1,683,167,724,186
15,-1,815,161,847,183
15,-1,517,178,573,205
15,-1,574,174,592,193
15,-1,726,159,754,181
15,-1,1068,117,1132,188
15,-1,598,172,614,187
15,2,987,189,1241,374
15,3,0,214,197,374
15,4,430,188,485,226
15,5,650,174,695,209
15,6,458,186,505,216
15,7,489,179,526,209
15,93,66,204,153,236
15,94,118,202,197,233
15,95,159,198,243,231
15,97,216,198,289,232
16,-1,621,173,641,190
16,-1,683,167,724,186
16,-1,819,156,857,185
16,-1,627,179,668,197
16,-1,517,178,573,205
16,-1,574,174,592,193
16,-1,730,157,780,181
16,-1,597,174,613,189
16,-1,1101,121,1198,182
16,-1,986,121,1059,185
16,3,0,217,145,374
16,4,424,188,481,228
16,5,651,174,698,210
16,6,453,186,502,218
16,7,486,179,524,210
16,93,49,205,141,238
16,94,103,202,185,234
16,95,145,198,232,232
16,97,203,199,280,234
17,-1,621,173,641,190
17,-1,683,167,724,186
17,-1,824,158,862,181
17,-1,517,178,573,205
17,-1,574,174,592,193
17,-1,730,157,780,181
17,-1,597,174,613,189
17,-1,1146,129,1242,170
17,-1,998,130,1097,180
17,-1,1,206,111,375
17,-1,633,174,670,195
17,3,0,227,76,374
17,4,417,189,477,230
17,5,653,174,702,211
17,6,448,187,499,220
17,7,483,178,522,210
17,93,32,206,128,240
17,94,87,204,173,238
17,95,129,200,221,236
17,97,189,199,270,235
18,-1,621,173,641,190
18,-1,683,167,724,186
18,-1,827,157,870,184
18,-1,517,178,573,205
18,-1,574,174,592,193
18,-1,730,157,780,181
18,-1,597,174,613,189
18,-1,1206,122,1242,169
18,-1,636,178,672,196
18,4,409,189,473,232
18,5,654,173,705,212
18,6,443,187,496,222
18,7,479,180,520,213
18,92,1010,131,1106,176
18,93,12,208,113,243
18,94,70,206,160,241
18,95,113,200,210,238
19,-1,621,173,641,190
19,-1,683,167,724,186
19,-1,827,157,870,184
19,-1,517,178,573,205
19,-1,574,174,592,193
19,-1,730,157,780,181
19,-1,597,174,613,189
19,-1,1100,116,1201,178
19,4,399,192,467,237
19,5,656,175,709,216
19,6,437,190,493,225
19,7,475,182,518,216
19,9,494,183,529,210
19,92,1021,132,1120,178
19,93,0,210,98,247
19,94,51,208,147,245
19,95,96,203,198,242
20,-1,621,173,641,190
20,-1,845,162,884,183
20,-1,517,178,573,205
20,-1,574,174,592,193
20,-1,730,157,780,181
20,-1,597,174,613,189
20,-1,1111,116,1236,179
20,-1,677,166,719,184
20,4,389,194,460,242
20,5,658,177,714,219
20,6,431,192,489,229
20,7,472,183,516,218
20,9,490,183,527,210
20,92,1032,132,1135,180
20,93,0,210,83,249
20,94,32,211,133,248
20,95,78,206,185,247
21,-1,621,173,641,190
21,-1,845,162,884,183
21,-1,517,178,573,205
21,-1,574,174,592,193
21,-1,730,157,780,181
21,-1,597,174,613,189
21,-1,1111,116,1236,179
21,-1,677,166,719,184
21,4,378,194,454,245
21,5,660,176,718,220
21,6,424,191,485,230
21,7,468,182,513,218
21,9,486,183,524,211
21,92,1043,132,1151,180
21,93,0,211,66,249
21,94,10,209,117,248
21,95,58,205,171,247
22,-1,621,173,641,190
22,-1,861,158,891,185
22,-1,517,178,573,205
22,-1,566,177,592,193
22,-1,733,151,824,181
22,-1,597,174,613,189
22,-1,1139,113,1242,178
22,4,367,194,448,247
22,5,662,175,723,220
22,6,416,191,481,231
22,7,464,181,511,218
22,9,484,181,522,210
22,92,1056,131,1168,181
22,94,0,208,101,248
22,95,36,203,157,247
23,-1,621,173,641,190
23,-1,534,173,570,200
23,-1,566,176,592,195
23,-1,733,151,824,181
23,-1,597,174,613,189
23,-1,1139,113,1242,178
23,-1,873,159,897,184
23,4,354,194,440,250
23,5,664,175,729,223
23,6,409,190,476,232
23,7,459,180,508,218
23,9,481,180,521,210
23,92,1069,130,1187,182
23,94,0,207,85,249
23,95,14,203,142,249
24,-1,615,172,649,193
24,-1,517,178,573,205
24,-1,561,178,593,196
24,-1,733,151,824,181
24,-1,597,174,613,189
24,-1,1167,118,1242,180
24,4,339,194,432,253
24,5,666,174,734,224
24,6,400,190,471,234
24,7,454,179,505,218
24,9,477,181,518,211
24,92,1083,129,1207,183
24,94,0,206,67,247
24,95,0,203,125,250
25,-1,615,172,649,193
25,-1,517,178,573,205
25,-1,561,177,594,194
25,-1,733,151,824,181
25,-1,597,174,613,189
25,-1,718,169,764,191
25,4,323,194,423,256
25,5,669,175,741,227
25,6,390,191,466,237
25,7,449,180,502,221
25,9,473,182,516,213
25,92,1098,128,1228,184
25,95,0,203,108,252
26,-1,615,172,649,193
26,-1,517,178,573,205
26,-1,563,180,592,196
26,-1,733,151,824,181
26,-1,597,174,613,189
26,-1,737,169,778,190
26,4,305,194,414,261
26,5,672,176,749,232
26,6,380,192,460,240
26,7,444,181,500,223
26,9,470,183,514,215
26,92,1114,128,1241,186
26,95,0,203,89,252
27,-1,615,172,649,193
27,-1,517,178,573,205
27,-1,560,180,593,198
27,-1,733,151,824,181
27,-1,597,174,613,189
27,-1,757,168,793,188
27,-1,59,197,118,244
27,4,284,194,404,265
27,5,676,178,757,237
27,6,369,194,455,245
27,7,439,181,496,226
27,9,467,183,512,216
27,92,1131,128,1241,188
27,95,0,203,68,251
28,-1,615,172,649,193
28,-1,512,178,591,206
28,-1,750,154,819,189
28,-1,597,174,613,189
28,-1,663,165,725,186
28,-1,1,189,108,249
28,4,261,195,392,271
28,5,679,177,766,239
28,6,358,193,449,246
28,7,433,180,493,226
28,9,463,182,510,216
28,92,1150,129,1241,190
29,-1,615,172,649,193
29,-1,515,174,588,205
29,-1,750,154,819,189
29,-1,597,174,613,189
29,-1,663,165,725,186
29,-1,1,193,92,248
29,4,234,195,379,278
29,5,683,176,776,242
29,6,346,192,443,248
29,7,427,179,490,227
29,9,459,181,508,216
29,92,1170,131,1241,192
30,-1,510,177,594,207
30,-1,761,158,874,191
30,-1,597,174,613,189
30,-1,663,165,725,186
30,-1,1,197,67,259
30,4,202,195,364,285
30,5,687,174,788,245
30,6,332,190,436,250
30,7,420,178,487,227
30,9,455,181,505,217
30,11,634,175,654,192
30,92,1191,133,1241,194
31,-1,510,177,594,207
31,-1,761,158,874,191
31,-1,597,174,613,189
31,-1,663,165,725,186
31,-1,1,197,67,259
31,-1,1213,127,1242,203
31,-1,616,174,635,190
31,4,164,198,347,297
31,5,693,175,802,251
31,6,314,192,428,256
31,7,412,178,482,230
31,9,450,181,503,219
31,11,636,176,656,193
32,-1,510,177,594,207
32,-1,816,155,920,199
32,-1,597,174,613,189
32,-1,665,167,752,191
32,-1,616,174,635,190
32,4,118,200,327,310
32,5,699,174,820,257
32,6,295,192,418,260
32,7,404,178,478,232
32,9,445,182,500,221
32,11,637,176,657,194
33,-1,484,180,533,216
33,-1,510,177,594,207
33,-1,808,151,942,201
33,-1,597,174,613,189
33,-1,673,163,753,196
33,-1,616,174,635,190
33,4,60,202,304,326
33,5,706,174,840,264
33,6,272,193,408,266
33,7,395,179,473,235
33,9,439,182,497,223
33,11,637,175,659,194
34,-1,510,177,594,207
34,-1,828,155,965,203
34,-1,597,174,613,189
34,-1,673,163,753,196
34,-1,616,174,635,190
34,-1,774,147,837,184
34,4,0,204,276,347
34,5,715,174,864,273
34,6,246,194,396,274
34,7,385,179,468,238
34,9,434,182,494,225
34,10,480,183,521,210
34,11,638,175,660,194
34,13,694,169,758,189
35,-1,518,179,551,206
35,-1,828,155,965,203
35,-1,597,174,613,189
35,-1,672,161,731,196
35,-1,616,174,635,190
35,-1,768,156,832,181
35,4,0,207,242,373
35,5,724,176,894,286
35,6,215,198,382,285
35,7,373,179,462,241
35,8,552,179,581,199
35,9,425,181,489,225
35,10,476,182,518,210
35,11,639,175,662,194
35,13,695,169,761,190
36,-1,518,179,551,206
36,-1,886,148,1032,202
36,-1,597,174,613,189
36,-1,672,161,731,196
36,-1,616,174,635,190
36,-1,768,156,832,181
36,4,0,210,198,374
36,5,734,174,928,297
36,6,173,197,364,293
36,7,359,179,454,245
36,8,549,178,579,199
36,9,417,180,484,225
36,10,472,182,515,211
36,11,639,175,662,194
36,13,697,169,764,190
37,-1,512,177,544,205
37,-1,886,148,1032,202
37,-1,597,174,613,189
37,-1,672,163,715,191
37,-1,616,174,635,190
37,-1,768,156,832,181
37,4,0,215,142,374
37,5,745,173,972,314
37,6,122,198,343,305
37,7,342,179,445,249
37,8,546,177,577,199
37,9,407,178,478,225
37,10,467,182,513,211
37,11,638,173,661,193
37,13,696,167,765,189
38,-1,511,175,539,205
38,-1,934,155,1090,208
38,-1,597,174,613,189
38,-1,672,163,715,191
38,-1,616,174,635,190
38,-1,775,153,881,182
38,-1,1,194,71,375
38,4,0,221,69,374
38,5,758,175,1031,339
38,6,59,200,318,320
38,7,323,179,435,253
38,8,542,178,575,200
38,9,396,178,471,228
38,10,461,182,508,212
38,11,637,173,661,193
38,13,696,167,767,189
39,-1,507,177,536,208
39,-1,934,155,1090,208
39,-1,597,174,613,189
39,-1,672,163,715,191
39,-1,616,174,635,190
39,-1,770,151,851,182
39,5,775,173,1112,370
39,6,0,203,288,343
39,7,301,179,425,258
39,8,537,178,572,202
39,9,384,179,464,231
39,10,455,182,504,214
39,11,636,174,660,194
39,13,697,168,768,190
39,89,850,153,920,179
40,-1,507,177,536,208
40,-1,966,154,1149,207
40,-1,585,170,611,190
40,-1,672,163,715,191
40,-1,616,174,635,190
40,-1,770,151,851,182
40,5,796,177,1233,374
40,6,0,209,252,374
40,7,277,179,412,264
40,8,532,179,568,204
40,9,371,180,457,235
40,10,448,183,499,215
40,11,635,174,659,195
40,13,697,167,770,190
40,89,853,152,925,179
41,-1,498,174,529,206
41,-1,1013,153,1202,211
41,-1,585,170,611,190
41,-1,672,163,715,191
41,-1,770,151,851,182
41,-1,611,172,626,187
41,5,822,178,1241,374
41,6,0,214,212,374
41,7,247,177,399,270
41,8,527,179,565,205
41,9,356,180,448,238
41,10,441,183,494,217
41,11,634,174,658,196
41,13,697,167,772,190
41,89,856,152,929,179
42,-1,498,174,529,206
42,-1,1021,155,1242,220
42,-1,585,170,611,190
42,-1,672,163,715,191
42,-1,770,151,851,182
42,-1,611,172,626,187
42,5,858,180,1241,374
42,6,0,220,161,374
42,7,213,178,383,279
42,8,521,179,562,206
42,9,339,180,438,242
42,10,433,184,488,219
42,11,633,173,658,195
42,13,697,166,775,190
42,89,859,151,933,178
43,-1,488,174,515,207
43,-1,1021,155,1242,220
43,-1,585,170,611,190
43,-1,672,163,715,191
43,-1,770,151,851,182
43,-1,611,172,626,187
43,-1,1,199,94,375
43,5,910,180,1241,374
43,6,0,226,94,374
43,7,171,178,365,289
43,8,515,179,558,207
43,9,320,181,428,246
43,10,424,184,482,221
43,11,632,174,657,196
43,13,698,166,777,190
43,89,862,150,938,178
44,-1,479,176,519,211
44,-1,1021,155,1242,220
44,-1,585,170,611,190
44,-1,672,163,715,191
44,-1,770,151,851,182
44,-1,611,172,626,187
44,5,992,182,1241,374
44,7,120,180,345,305
44,8,509,179,555,209
44,9,298,181,417,251
44,10,415,185,476,223
44,11,631,175,657,198
44,13,698,167,779,192
44,89,865,150,943,179
45,-1,479,176,519,211
45,-1,1021,155,1242,220
45,-1,583,172,600,188
45,-1,770,151,851,182
45,-1,611,172,626,187
45,-1,555,176,574,193
45,-1,661,159,694,193
45,5,1140,192,1241,374
45,7,57,183,320,324
45,8,503,180,551,211
45,9,274,181,404,257
45,10,405,186,469,225
45,11,630,174,657,198
45,13,700,166,783,192
45,14,697,160,769,191
45,89,869,150,949,179
46,-1,474,183,507,209
46,-1,1068,155,1242,203
46,-1,583,172,600,188
46,-1,788,151,875,183
46,-1,611,172,626,187
46,-1,555,176,574,193
46,-1,656,164,694,192
46,7,0,185,293,346
46,8,497,180,549,213
46,9,247,183,391,265
46,10,395,185,463,227
46,11,629,174,657,198
46,13,702,165,787,192
46,14,698,159,772,191
46,89,873,149,955,179
47,-1,469,180,502,215
47,-1,1068,155,1242,203
47,-1,583,172,600,188
47,-1,788,151,875,183
47,-1,611,172,626,187
47,-1,555,176,574,193
47,-1,657,162,700,190
47,7,0,184,261,370
47,8,490,181,545,216
47,9,215,184,375,274
47,10,384,186,456,230
47,11,629,173,657,198
47,13,703,164,791,192
47,14,699,159,775,191
47,89,878,147,962,178
48,-1,466,183,498,214
48,-1,1133,148,1242,217
48,-1,583,172,600,188
48,-1,788,151,875,183
48,-1,611,172,626,187
48,-1,539,176,568,203
48,-1,657,162,700,190
48,7,0,189,222,374
48,8,483,182,541,219
48,9,179,188,359,287
48,10,372,187,449,233
48,11,629,174,657,200
48,13,705,165,796,193
48,14,700,158,778,191
48,89,883,146,969,178
49,-1,460,183,491,217
49,-1,1122,145,1242,210
49,-1,583,172,600,188
49,-1,788,151,875,183
49,-1,605,176,627,192
49,-1,531,179,566,215
49,-1,657,162,700,190
49,7,0,193,173,374
49,8,474,185,537,225
49,9,134,193,339,303
49,10,359,192,441,241
49,11,629,178,658,203
49,13,708,167,801,196
49,14,702,162,783,196
49,89,889,148,978,180
50,-1,1148,161,1242,209
50,-1,579,173,600,191
50,-1,788,151,875,183
50,-1,603,176,630,197
50,-1,532,178,567,219
50,-1,657,162,700,190
50,7,0,199,110,374
50,8,464,189,532,232
50,9,80,198,317,322
50,10,344,194,433,247
50,11,629,180,659,207
50,13,710,170,807,200
50,14,705,163,788,198
50,89,896,150,987,183
51,-1,1148,161,1242,209
51,-1,579,173,600,191
51,-1,788,151,875,183
51,-1,605,176,628,197
51,-1,657,162,700,190
51,-1,522,178,560,216
51,8,455,187,528,233
51,9,15,195,292,334
51,10,329,193,424,248
51,11,629,179,660,206
51,13,712,168,812,199
51,14,708,162,794,198
51,89,903,148,996,182
52,-1,579,173,600,191
52,-1,808,149,928,183
52,-1,603,175,629,194
52,-1,530,175,563,216
52,-1,657,162,700,190
52,-1,1209,160,1242,215
52,8,444,184,523,232
52,9,0,192,263,348
52,10,312,192,415,251
52,11,629,177,661,205
52,13,715,166,818,198
52,14,710,159,799,197
52,89,910,147,1006,182
53,-1,603,172,633,194
53,-1,820,153,930,185
53,-1,576,175,596,190
53,-1,657,162,700,190
53,-1,510,173,556,220
53,8,432,186,518,239
53,9,0,196,227,374
53,10,292,191,404,254
53,11,629,177,663,206
53,13,719,166,826,199
53,14,714,158,806,197
53,89,917,146,1016,182
54,-1,579,173,600,191
54,-1,842,151,934,181
54,-1,601,174,632,193
54,-1,664,163,734,198
54,-1,510,173,556,220
54,8,417,187,512,245
54,9,0,201,183,374
54,10,270,193,392,260
54,11,630,177,664,207
54,13,723,166,834,200
54,14,717,158,812,198
54,89,925,145,1027,181
55,-1,579,173,600,191
55,-1,842,151,934,181
55,-1,602,174,635,195
55,-1,664,163,734,198
55,-1,510,173,556,220
55,8,400,188,505,252
55,9,0,206,127,374
55,10,245,195,379,267
55,11,630,177,666,208
55,12,472,185,527,225
55,13,727,165,842,201
55,14,721,157,820,199
55,89,933,143,1038,181
56,-1,579,173,600,191
56,-1,842,151,934,181
56,-1,605,175,635,195
56,-1,664,163,734,198
56,-1,510,173,556,220
56,8,383,189,499,258
56,10,218,194,366,272
56,11,632,177,669,208
56,12,464,186,523,228
56,13,731,164,851,201
56,14,725,157,827,200
56,89,944,142,1053,181
57,-1,579,173,600,191
57,-1,855,150,957,186
57,-1,605,173,635,196
57,-1,664,163,734,198
57,-1,510,173,556,220
57,8,363,189,491,266
57,10,186,196,351,280
57,11,634,176,672,209
57,12,454,186,519,232
57,13,736,164,861,202
57,14,730,156,836,200
57,89,955,141,1068,181
58,-1,579,173,600,191
58,-1,875,152,979,182
58,-1,603,170,637,192
58,-1,664,163,734,198
58,-1,510,173,556,220
58,8,338,190,483,275
58,10,148,197,334,289
58,11,635,177,675,211
58,12,443,187,514,236
58,13,742,164,873,204
58,14,734,155,845,201
58,89,967,139,1084,180
59,-1,579,173,600,191
59,-1,875,152,979,182
59,-1,607,174,643,196
59,-1,664,163,734,198
59,-1,510,173,556,220
59,8,307,191,473,287
59,10,102,199,314,302
59,11,637,178,679,213
59,12,430,188,508,241
59,13,749,163,886,205
59,14,739,154,854,202
59,89,979,137,1101,180
60,-1,579,173,600,191
60,-1,875,152,979,182
60,-1,607,174,643,196
60,-1,674,160,760,203
60,-1,493,176,562,211
60,8,268,192,461,302
60,10,45,205,291,323
60,11,640,176,683,212
60,12,415,189,501,247
60,13,757,163,900,206
60,14,745,153,865,203
60,89,992,136,1119,180
61,-1,579,173,600,191
61,-1,893,148,1028,184
61,-1,607,174,643,196
61,-1,674,160,760,203
61,-1,493,174,564,210
61,8,213,194,445,324
61,10,0,203,263,334
61,11,641,176,687,214
61,12,399,186,494,249
61,13,765,163,915,209
61,14,752,153,877,205
61,89,1007,135,1139,181
62,-1,586,170,607,190
62,-1,893,148,1028,184
62,-1,607,174,643,196
62,-1,674,160,760,203
62,-1,493,174,564,210
62,8,147,197,428,352
62,10,0,202,230,352
62,11,644,176,692,215
62,12,380,185,486,254
62,13,773,164,932,212
62,14,759,153,891,207
62,89,1022,135,1160,183
63,-1,587,168,609,191
63,-1,924,144,1045,190
63,-1,607,174,643,196
63,-1,674,160,760,203
63,-1,493,174,564,210
63,8,41,201,406,374
63,10,0,208,189,371
63,11,647,177,697,218
63,12,357,189,477,266
63,13,783,164,951,215
63,14,767,153,906,210
63,89,1038,135,1182,185
64,-1,590,171,611,195
64,-1,924,144,1045,190
64,-1,613,174,647,199
64,-1,674,160,760,203
64,-1,508,172,561,204
64,8,0,206,378,374
64,10,0,208,137,368
64,11,650,178,703,220
64,12,329,188,467,276
64,13,793,165,972,218
64,14,776,153,922,213
64,19,480,183,517,210
64,89,1056,135,1207,186
65,-1,590,171,611,195
65,-1,940,148,1051,186
65,-1,613,174,647,199
65,-1,689,165,747,195
65,-1,508,172,561,204
65,8,0,212,339,374
65,10,0,220,70,374
65,11,654,179,709,223
65,12,292,194,454,295
65,13,805,165,996,222
65,14,786,153,940,216
65,15,412,199,462,226
65,16,431,183,486,224
65,17,336,192,431,249
65,18,745,164,862,206
65,19,478,184,516,212
65,89,1075,135,1233,188
66,-1,590,171,611,195
66,-1,982,139,1112,194
66,-1,613,174,647,199
66,-1,689,165,747,195
66,-1,508,172,561,204
66,8,0,221,284,374
66,11,656,179,715,226
66,12,246,197,437,315
66,13,820,166,1023,226
66,14,795,152,959,218
66,15,404,200,457,229
66,16,426,183,484,225
66,17,317,192,420,254
66,18,751,166,874,210
66,19,475,185,515,213
66,89,1095,135,1241,191
67,-1,590,171,611,195
67,-1,982,139,1112,194
67,-1,613,174,647,199
67,-1,694,164,761,198
67,-1,506,177,569,210
67,8,0,235,200,374
67,11,658,180,721,229
67,12,183,199,417,338
67,13,833,167,1053,231
67,14,806,150,980,220
67,15,395,205,451,235
67,16,420,183,481,227
67,17,299,193,411,259
67,18,758,165,886,211
67,19,473,184,513,214
67,89,1117,136,1241,193
68,-1,597,176,616,192
68,-1,613,174,647,199
68,-1,694,164,761,198
68,-1,506,177,569,210
68,11,661,180,728,232
68,12,94,203,391,373
68,13,849,166,1086,235
68,14,818,148,1004,223
68,15,386,205,445,237
68,16,414,183,478,229
68,17,279,194,400,265
68,18,766,164,900,212
68,19,470,184,512,214
68,26,1049,152,1174,193
68,27,1006,157,1124,190
68,89,1140,134,1241,194
69,-1,599,173,621,193
69,-1,619,174,656,199
69,-1,694,164,761,198
69,-1,506,177,569,210
69,11,665,180,736,234
69,12,0,207,356,374
69,13,867,165,1125,239
69,14,832,146,1031,225
69,15,376,206,439,239
69,16,407,184,474,232
69,17,255,195,388,271
69,18,774,163,916,213
69,19,467,183,511,214
69,26,1066,150,1197,193
69,27,1021,153,1144,188
69,89,1166,131,1241,194
70,-1,599,173,621,193
70,-1,623,177,658,197
70,-1,701,165,773,194
70,-1,506,177,569,210
70,11,669,179,745,237
70,12,0,217,308,374
70,13,888,162,1171,243
70,14,847,144,1061,228
70,15,364,206,432,241
70,16,400,184,471,234
70,17,227,196,375,280
70,18,783,162,933,215
70,19,464,182,509,214
70,26,1085,148,1222,192
70,27,1037,150,1167,186
70,89,1193,129,1241,194
71,-1,599,173,621,193
71,-1,624,174,668,198
71,-1,701,165,773,194
71,-1,506,177,569,210
71,11,673,178,754,240
71,12,0,229,243,374
71,13,912,162,1225,250
71,14,864,141,1096,231
71,15,352,207,424,245
71,16,390,183,466,236
71,17,192,197,359,289
71,18,793,161,952,216
71,19,461,183,508,216
71,26,1105,146,1241,192
71,27,1054,146,1191,184
71,89,1224,129,1241,194
72,-1,599,173,621,193
72,-1,624,174,668,198
72,-1,701,165,773,194
72,-1,506,177,569,210
72,-1,1,204,108,375
72,11,677,178,765,243
72,12,0,242,143,374
72,13,940,160,1241,258
72,14,883,137,1137,235
72,15,338,209,416,249
72,16,379,183,460,238
72,17,150,199,341,302
72,18,804,159,973,218
72,19,458,183,507,217
72,26,1127,144,1241,192
73,-1,599,173,621,193
73,-1,624,174,668,198
73,-1,701,158,788,191
73,-1,499,172,577,212
73,11,682,177,778,248
73,13,974,159,1241,268
73,14,905,132,1185,239
73,15,322,211,406,254
73,16,368,183,454,241
73,17,98,201,319,316
73,18,817,158,997,220
73,19,454,182,505,217
73,26,1151,142,1241,192
74,-1,605,168,625,187
74,-1,624,174,668,198
74,-1,701,158,788,191
74,-1,499,172,577,212
74,11,688,176,792,252
74,13,1015,157,1241,279
74,14,931,127,1241,245
74,15,304,213,396,259
74,16,354,182,448,244
74,17,33,204,293,335
74,18,831,156,1024,223
74,19,449,181,502,218
75,-1,605,168,625,187
75,-1,624,174,668,198
75,-1,701,158,788,191
75,-1,499,172,577,212
75,11,694,175,809,258
75,13,1067,151,1241,291
75,14,962,121,1241,251
75,15,283,215,384,265
75,16,339,182,441,247
75,17,0,207,262,359
75,18,848,149,1056,220
75,19,444,180,500,218
76,-1,605,168,625,187
76,-1,624,174,668,198
76,-1,707,158,810,189
76,-1,499,172,577,212
76,11,701,175,829,265
76,13,1134,149,1241,305
76,14,1000,116,1241,261
76,15,258,218,370,273
76,16,323,182,433,252
76,17,0,207,223,374
76,18,866,147,1092,223
76,19,439,180,497,220
76,30,928,154,1019,178
77,-1,608,169,628,188
77,-1,632,171,673,197
77,-1,707,158,810,189
